row_idx,col_idx,log2ratio
SMU.UT-CA,Dividend_Size_L2 not empty,1
SNC-CA,Dividend_Size_L2 not empty,1
SPB-CA,Dividend_Size_L2 not empty,1
SRU.UT-CA,Dividend_Size_L2 not empty,1
SSL-CA,Dividend_Size_L2 not empty,1
SSRM-CA,Dividend_Size_L2 not empty,1
STN-CA,Dividend_Size_L2 not empty,1
SU-CA,Dividend_Size_L2 not empty,1
SW-CA,Dividend_Size_L2 not empty,1
T-CA,Dividend_Size_L2 not empty,1
TA-CA,Dividend_Size_L2 not empty,1
TCL.A-CA,Dividend_Size_L2 not empty,1
TCN-CA,Dividend_Size_L2 not empty,1
TD-CA,Dividend_Size_L2 not empty,1
TECK.B-CA,Dividend_Size_L2 not empty,1
TFII-CA,Dividend_Size_L2 not empty,1
TIH-CA,Dividend_Size_L2 not empty,1
TOG-CA,Dividend_Size_L2 not empty,1
TOU-CA,Dividend_Size_L2 not empty,1
TOY-CA,Dividend_Size_L2 not empty,1
TRI-CA,Dividend_Size_L2 not empty,1
TRP-CA,Dividend_Size_L2 not empty,1
TRQ-CA,Dividend_Size_L2 not empty,1
TRST-CA,Dividend_Size_L2 not empty,1
TSGI-CA,Dividend_Size_L2 not empty,1
TXG-CA,Dividend_Size_L2 not empty,1
VET-CA,Dividend_Size_L2 not empty,1
VII-CA,Dividend_Size_L2 not empty,1
WCN-CA,Dividend_Size_L2 not empty,1
WCP-CA,Dividend_Size_L2 not empty,1
WEED-CA,Dividend_Size_L2 not empty,1
WEF-CA,Dividend_Size_L2 not empty,1
WFT-CA,Dividend_Size_L2 not empty,1
WJA-CA,Dividend_Size_L2 not empty,1
WN-CA,Dividend_Size_L2 not empty,1
WPK-CA,Dividend_Size_L2 not empty,1
WPM-CA,Dividend_Size_L2 not empty,1
WSP-CA,Dividend_Size_L2 not empty,1
WTE-CA,Dividend_Size_L2 not empty,1
X-CA,Dividend_Size_L2 not empty,1
YRI-CA,Dividend_Size_L2 not empty,1
ZZZ-CA,Dividend_Size_L2 not empty,1
0QYW-GB,Dividend_Size >0.04,0
ABX-CA,Dividend_Size >0.04,0
AC-CA,Dividend_Size >0.04,0
ACB-CA,Dividend_Size >0.04,0
ACO.X-CA,Dividend_Size >0.04,1
AD-CA,Dividend_Size >0.04,1
AEM-CA,Dividend_Size >0.04,0
AFN-CA,Dividend_Size >0.04,0
AGI-CA,Dividend_Size >0.04,0
AIF-CA,Dividend_Size >0.04,1
ALA-CA,Dividend_Size >0.04,0
AP.UT-CA,Dividend_Size >0.04,0
APHA-CA,Dividend_Size >0.04,0
AQN-CA,Dividend_Size >0.04,1
ARE-CA,Dividend_Size >0.04,0
ARX-CA,Dividend_Size >0.04,0
ASR-CA,Dividend_Size >0.04,1
ATA-CA,Dividend_Size >0.04,1
ATD.B-CA,Dividend_Size >0.04,0
ATZ-CA,Dividend_Size >0.04,0
AX.UT-CA,Dividend_Size >0.04,0
BAD-CA,Dividend_Size >0.04,0
BAM.A-CA,Dividend_Size >0.04,0
BB-CA,Dividend_Size >0.04,0
BBD.B-CA,Dividend_Size >0.04,0
BBU.UT-CA,Dividend_Size >0.04,1
BCB-CA,Dividend_Size >0.04,1
BCE-CA,Dividend_Size >0.04,0
BEI.UT-CA,Dividend_Size >0.04,0
BEP.UT-CA,Dividend_Size >0.04,0
BIP.UT-CA,Dividend_Size >0.04,0
BIR-CA,Dividend_Size >0.04,0
BLX-CA,Dividend_Size >0.04,0
BMO-CA,Dividend_Size >0.04,0
BNS-CA,Dividend_Size >0.04,1
BPY.UT-CA,Dividend_Size >0.04,0
BTE-CA,Dividend_Size >0.04,0
BTO-CA,Dividend_Size >0.04,0
BYD.UT-CA,Dividend_Size >0.04,1
CAE-CA,Dividend_Size >0.04,1
CAR.UT-CA,Dividend_Size >0.04,0
CAS-CA,Dividend_Size >0.04,0
CCA-CA,Dividend_Size >0.04,0
CCL.B-CA,Dividend_Size >0.04,0
CCO-CA,Dividend_Size >0.04,0
CFP-CA,Dividend_Size >0.04,0
CG-CA,Dividend_Size >0.04,1
CGX-CA,Dividend_Size >0.04,1
CHE.UT-CA,Dividend_Size >0.04,0
CHP.UT-CA,Dividend_Size >0.04,0
CHR-CA,Dividend_Size >0.04,0
CIGI-CA,Dividend_Size >0.04,1
CIX-CA,Dividend_Size >0.04,1
CJT-CA,Dividend_Size >0.04,0
CLS-CA,Dividend_Size >0.04,1
CM-CA,Dividend_Size >0.04,1
CNQ-CA,Dividend_Size >0.04,1
CNR-CA,Dividend_Size >0.04,0
CP-CA,Dividend_Size >0.04,0
CPG-CA,Dividend_Size >0.04,0
CPX-CA,Dividend_Size >0.04,0
CRON-CA,Dividend_Size >0.04,1
CRR.UT-CA,Dividend_Size >0.04,0
CSH.UT-CA,Dividend_Size >0.04,0
CSU-CA,Dividend_Size >0.04,0
CTC.A-CA,Dividend_Size >0.04,0
CU-CA,Dividend_Size >0.04,0
CUF.UT-CA,Dividend_Size >0.04,1
CVE-CA,Dividend_Size >0.04,1
CWB-CA,Dividend_Size >0.04,1
D.UT-CA,Dividend_Size >0.04,0
DGC-CA,Dividend_Size >0.04,1
DIR.UT-CA,Dividend_Size >0.04,0
DOL-CA,Dividend_Size >0.04,1
DOO-CA,Dividend_Size >0.04,1
DRG.UT-CA,Dividend_Size >0.04,0
DSG-CA,Dividend_Size >0.04,1
ECA-CA,Dividend_Size >0.04,1
ECN-CA,Dividend_Size >0.04,0
EDV-CA,Dividend_Size >0.04,1
EFN-CA,Dividend_Size >0.04,1
EFX-CA,Dividend_Size >0.04,0
EIF-CA,Dividend_Size >0.04,0
ELD-CA,Dividend_Size >0.04,1
EMA-CA,Dividend_Size >0.04,0
EMP.A-CA,Dividend_Size >0.04,0
ENB-CA,Dividend_Size >0.04,1
ENGH-CA,Dividend_Size >0.04,1
ERF-CA,Dividend_Size >0.04,1
ERO-CA,Dividend_Size >0.04,0
ESI-CA,Dividend_Size >0.04,0
EXE-CA,Dividend_Size >0.04,0
FCR-CA,Dividend_Size >0.04,1
FEC-CA,Dividend_Size >0.04,0
FFH-CA,Dividend_Size >0.04,1
FM-CA,Dividend_Size >0.04,0
FNV-CA,Dividend_Size >0.04,0
FR-CA,Dividend_Size >0.04,1
FRU-CA,Dividend_Size >0.04,0
FSV-CA,Dividend_Size >0.04,1
FTS-CA,Dividend_Size >0.04,0
FTT-CA,Dividend_Size >0.04,1
GC-CA,Dividend_Size >0.04,0
GEI-CA,Dividend_Size >0.04,0
GIB.A-CA,Dividend_Size >0.04,1
GIL-CA,Dividend_Size >0.04,1
GOOS-CA,Dividend_Size >0.04,0
GRT.UT-CA,Dividend_Size >0.04,0
GTE-CA,Dividend_Size >0.04,0
GUD-CA,Dividend_Size >0.04,0
GWO-CA,Dividend_Size >0.04,0
H-CA,Dividend_Size >0.04,0
HBC-CA,Dividend_Size >0.04,0
HBM-CA,Dividend_Size >0.04,0
HCG-CA,Dividend_Size >0.04,1
HEXO-CA,Dividend_Size >0.04,0
HR.UT-CA,Dividend_Size >0.04,0
HSE-CA,Dividend_Size >0.04,0
IAG-CA,Dividend_Size >0.04,1
IFC-CA,Dividend_Size >0.04,1
IFP-CA,Dividend_Size >0.04,1
IGM-CA,Dividend_Size >0.04,0
IIP.UT-CA,Dividend_Size >0.04,0
IMG-CA,Dividend_Size >0.04,0
IMO-CA,Dividend_Size >0.04,0
INE-CA,Dividend_Size >0.04,0
IPL-CA,Dividend_Size >0.04,0
ITP-CA,Dividend_Size >0.04,1
IVN-CA,Dividend_Size >0.04,1
K-CA,Dividend_Size >0.04,1
KEL-CA,Dividend_Size >0.04,1
KEY-CA,Dividend_Size >0.04,1
KL-CA,Dividend_Size >0.04,1
KMP.UT-CA,Dividend_Size >0.04,1
KXS-CA,Dividend_Size >0.04,1
L-CA,Dividend_Size >0.04,1
LB-CA,Dividend_Size >0.04,1
LIF-CA,Dividend_Size >0.04,1
LNR-CA,Dividend_Size >0.04,1
LUN-CA,Dividend_Size >0.04,1
MAG-CA,Dividend_Size >0.04,1
MEG-CA,Dividend_Size >0.04,1
MFC-CA,Dividend_Size >0.04,1
MFI-CA,Dividend_Size >0.04,1
MG-CA,Dividend_Size >0.04,1
MIC-CA,Dividend_Size >0.04,1
MRE-CA,Dividend_Size >0.04,1
MRU-CA,Dividend_Size >0.04,1
MSI-CA,Dividend_Size >0.04,1
MTL-CA,Dividend_Size >0.04,1
MTY-CA,Dividend_Size >0.04,1
MX-CA,Dividend_Size >0.04,1
NA-CA,Dividend_Size >0.04,1
NFI-CA,Dividend_Size >0.04,1
NG-CA,Dividend_Size >0.04,1
NPI-CA,Dividend_Size >0.04,1
NTR-CA,Dividend_Size >0.04,1
NVA-CA,Dividend_Size >0.04,1
NVU.UT-CA,Dividend_Size >0.04,1
NWC-CA,Dividend_Size >0.04,1
NWH.UT-CA,Dividend_Size >0.04,1
NXE-CA,Dividend_Size >0.04,1
OGC-CA,Dividend_Size >0.04,1
ONEX-CA,Dividend_Size >0.04,1
OR-CA,Dividend_Size >0.04,1
OSB-CA,Dividend_Size >0.04,1
OTEX-CA,Dividend_Size >0.04,1
PAAS-CA,Dividend_Size >0.04,1
PBH-CA,Dividend_Size >0.04,1
PD-CA,Dividend_Size >0.04,1
PEY-CA,Dividend_Size >0.04,1
PKI-CA,Dividend_Size >0.04,1
POW-CA,Dividend_Size >0.04,1
PPL-CA,Dividend_Size >0.04,1
PSI-CA,Dividend_Size >0.04,1
PSK-CA,Dividend_Size >0.04,1
PVG-CA,Dividend_Size >0.04,1
PWF-CA,Dividend_Size >0.04,1
PXT-CA,Dividend_Size >0.04,1
QBR.B-CA,Dividend_Size >0.04,1
QSR-CA,Dividend_Size >0.04,1
RBA-CA,Dividend_Size >0.04,1
RCH-CA,Dividend_Size >0.04,1
RCI.B-CA,Dividend_Size >0.04,1
REI.UT-CA,Dividend_Size >0.04,1
RNW-CA,Dividend_Size >0.04,1
RUS-CA,Dividend_Size >0.04,1
RY-CA,Dividend_Size >0.04,1
SAP-CA,Dividend_Size >0.04,1
SCL-CA,Dividend_Size >0.04,1
SES-CA,Dividend_Size >0.04,1
SHOP-CA,Dividend_Size >0.04,1
SIA-CA,Dividend_Size >0.04,1
SJ-CA,Dividend_Size >0.04,1
SJR.B-CA,Dividend_Size >0.04,1
SLF-CA,Dividend_Size >0.04,1
SMF-CA,Dividend_Size >0.04,1
SMU.UT-CA,Dividend_Size >0.04,1
SNC-CA,Dividend_Size >0.04,1
SPB-CA,Dividend_Size >0.04,1
SRU.UT-CA,Dividend_Size >0.04,1
SSL-CA,Dividend_Size >0.04,1
SSRM-CA,Dividend_Size >0.04,1
STN-CA,Dividend_Size >0.04,1
SU-CA,Dividend_Size >0.04,1
SW-CA,Dividend_Size >0.04,1
T-CA,Dividend_Size >0.04,1
TA-CA,Dividend_Size >0.04,1
TCL.A-CA,Dividend_Size >0.04,1
TCN-CA,Dividend_Size >0.04,1
TD-CA,Dividend_Size >0.04,1
TECK.B-CA,Dividend_Size >0.04,1
TFII-CA,Dividend_Size >0.04,1
TIH-CA,Dividend_Size >0.04,1
TOG-CA,Dividend_Size >0.04,1
TOU-CA,Dividend_Size >0.04,1
TOY-CA,Dividend_Size >0.04,1
TRI-CA,Dividend_Size >0.04,1
TRP-CA,Dividend_Size >0.04,1
TRQ-CA,Dividend_Size >0.04,1
TRST-CA,Dividend_Size >0.04,1
TSGI-CA,Dividend_Size >0.04,1
TXG-CA,Dividend_Size >0.04,1
VET-CA,Dividend_Size >0.04,1
VII-CA,Dividend_Size >0.04,1
WCN-CA,Dividend_Size >0.04,1
WCP-CA,Dividend_Size >0.04,1
WEED-CA,Dividend_Size >0.04,1
WEF-CA,Dividend_Size >0.04,1
WFT-CA,Dividend_Size >0.04,1
WJA-CA,Dividend_Size >0.04,1
WN-CA,Dividend_Size >0.04,1
WPK-CA,Dividend_Size >0.04,1
WPM-CA,Dividend_Size >0.04,1
WSP-CA,Dividend_Size >0.04,1
WTE-CA,Dividend_Size >0.04,1
X-CA,Dividend_Size >0.04,1
YRI-CA,Dividend_Size >0.04,1
ZZZ-CA,Dividend_Size >0.04,1
0QYW-GB,Dividend Growth L0,0
ABX-CA,Dividend Growth L0,0
AC-CA,Dividend Growth L0,0
ACB-CA,Dividend Growth L0,0
ACO.X-CA,Dividend Growth L0,0
AD-CA,Dividend Growth L0,0
AEM-CA,Dividend Growth L0,0
AFN-CA,Dividend Growth L0,0
AGI-CA,Dividend Growth L0,0
AIF-CA,Dividend Growth L0,1
ALA-CA,Dividend Growth L0,0
AP.UT-CA,Dividend Growth L0,0
APHA-CA,Dividend Growth L0,0
AQN-CA,Dividend Growth L0,0
ARE-CA,Dividend Growth L0,0
ARX-CA,Dividend Growth L0,0
ASR-CA,Dividend Growth L0,0
ATA-CA,Dividend Growth L0,0
ATD.B-CA,Dividend Growth L0,0
ATZ-CA,Dividend Growth L0,0
AX.UT-CA,Dividend Growth L0,0
BAD-CA,Dividend Growth L0,0
BAM.A-CA,Dividend Growth L0,0
BB-CA,Dividend Growth L0,0
BBD.B-CA,Dividend Growth L0,0
BBU.UT-CA,Dividend Growth L0,0
BCB-CA,Dividend Growth L0,1
BCE-CA,Dividend Growth L0,0
BEI.UT-CA,Dividend Growth L0,0
BEP.UT-CA,Dividend Growth L0,0
BIP.UT-CA,Dividend Growth L0,0
BIR-CA,Dividend Growth L0,0
BLX-CA,Dividend Growth L0,0
BMO-CA,Dividend Growth L0,0
BNS-CA,Dividend Growth L0,0
BPY.UT-CA,Dividend Growth L0,0
BTE-CA,Dividend Growth L0,0
BTO-CA,Dividend Growth L0,0
BYD.UT-CA,Dividend Growth L0,0
CAE-CA,Dividend Growth L0,0
CAR.UT-CA,Dividend Growth L0,0
CAS-CA,Dividend Growth L0,0
CCA-CA,Dividend Growth L0,0
CCL.B-CA,Dividend Growth L0,0
CCO-CA,Dividend Growth L0,0
CFP-CA,Dividend Growth L0,0
CG-CA,Dividend Growth L0,0
CGX-CA,Dividend Growth L0,0
CHE.UT-CA,Dividend Growth L0,0
CHP.UT-CA,Dividend Growth L0,0
CHR-CA,Dividend Growth L0,0
CIGI-CA,Dividend Growth L0,0
CIX-CA,Dividend Growth L0,0
CJT-CA,Dividend Growth L0,0
CLS-CA,Dividend Growth L0,0
CM-CA,Dividend Growth L0,0
CNQ-CA,Dividend Growth L0,1
CNR-CA,Dividend Growth L0,0
CP-CA,Dividend Growth L0,0
CPG-CA,Dividend Growth L0,0
CPX-CA,Dividend Growth L0,0
CRON-CA,Dividend Growth L0,0
CRR.UT-CA,Dividend Growth L0,0
CSH.UT-CA,Dividend Growth L0,0
CSU-CA,Dividend Growth L0,0
CTC.A-CA,Dividend Growth L0,0
CU-CA,Dividend Growth L0,0
CUF.UT-CA,Dividend Growth L0,0
CVE-CA,Dividend Growth L0,0
CWB-CA,Dividend Growth L0,0
D.UT-CA,Dividend Growth L0,0
DGC-CA,Dividend Growth L0,1
DIR.UT-CA,Dividend Growth L0,0
DOL-CA,Dividend Growth L0,0
DOO-CA,Dividend Growth L0,0
DRG.UT-CA,Dividend Growth L0,0
DSG-CA,Dividend Growth L0,0
ECA-CA,Dividend Growth L0,0
ECN-CA,Dividend Growth L0,0
EDV-CA,Dividend Growth L0,0
EFN-CA,Dividend Growth L0,0
EFX-CA,Dividend Growth L0,0
EIF-CA,Dividend Growth L0,0
ELD-CA,Dividend Growth L0,0
EMA-CA,Dividend Growth L0,0
EMP.A-CA,Dividend Growth L0,0
ENB-CA,Dividend Growth L0,0
ENGH-CA,Dividend Growth L0,0
ERF-CA,Dividend Growth L0,0
ERO-CA,Dividend Growth L0,0
ESI-CA,Dividend Growth L0,0
EXE-CA,Dividend Growth L0,0
FCR-CA,Dividend Growth L0,0
FEC-CA,Dividend Growth L0,0
FFH-CA,Dividend Growth L0,0
FM-CA,Dividend Growth L0,0
FNV-CA,Dividend Growth L0,0
FR-CA,Dividend Growth L0,0
FRU-CA,Dividend Growth L0,0
FSV-CA,Dividend Growth L0,0
FTS-CA,Dividend Growth L0,0
FTT-CA,Dividend Growth L0,0
GC-CA,Dividend Growth L0,0
GEI-CA,Dividend Growth L0,0
GIB.A-CA,Dividend Growth L0,0
GIL-CA,Dividend Growth L0,1
GOOS-CA,Dividend Growth L0,0
GRT.UT-CA,Dividend Growth L0,0
GTE-CA,Dividend Growth L0,0
GUD-CA,Dividend Growth L0,0
GWO-CA,Dividend Growth L0,0
H-CA,Dividend Growth L0,0
HBC-CA,Dividend Growth L0,0
HBM-CA,Dividend Growth L0,0
HCG-CA,Dividend Growth L0,0
HEXO-CA,Dividend Growth L0,0
HR.UT-CA,Dividend Growth L0,0
HSE-CA,Dividend Growth L0,0
IAG-CA,Dividend Growth L0,0
IFC-CA,Dividend Growth L0,0
IFP-CA,Dividend Growth L0,0
IGM-CA,Dividend Growth L0,0
IIP.UT-CA,Dividend Growth L0,0
IMG-CA,Dividend Growth L0,0
IMO-CA,Dividend Growth L0,0
INE-CA,Dividend Growth L0,0
IPL-CA,Dividend Growth L0,0
ITP-CA,Dividend Growth L0,1
IVN-CA,Dividend Growth L0,1
K-CA,Dividend Growth L0,1
KEL-CA,Dividend Growth L0,1
KEY-CA,Dividend Growth L0,1
KL-CA,Dividend Growth L0,1
KMP.UT-CA,Dividend Growth L0,1
KXS-CA,Dividend Growth L0,1
L-CA,Dividend Growth L0,1
LB-CA,Dividend Growth L0,1
LIF-CA,Dividend Growth L0,1
LNR-CA,Dividend Growth L0,1
LUN-CA,Dividend Growth L0,1
MAG-CA,Dividend Growth L0,1
MEG-CA,Dividend Growth L0,1
MFC-CA,Dividend Growth L0,1
MFI-CA,Dividend Growth L0,1
MG-CA,Dividend Growth L0,1
MIC-CA,Dividend Growth L0,1
MRE-CA,Dividend Growth L0,1
MRU-CA,Dividend Growth L0,1
MSI-CA,Dividend Growth L0,1
MTL-CA,Dividend Growth L0,1
MTY-CA,Dividend Growth L0,1
MX-CA,Dividend Growth L0,1
NA-CA,Dividend Growth L0,1
NFI-CA,Dividend Growth L0,1
NG-CA,Dividend Growth L0,1
NPI-CA,Dividend Growth L0,1
NTR-CA,Dividend Growth L0,1
NVA-CA,Dividend Growth L0,1
NVU.UT-CA,Dividend Growth L0,1
NWC-CA,Dividend Growth L0,1
NWH.UT-CA,Dividend Growth L0,1
NXE-CA,Dividend Growth L0,1
OGC-CA,Dividend Growth L0,1
ONEX-CA,Dividend Growth L0,1
OR-CA,Dividend Growth L0,1
OSB-CA,Dividend Growth L0,1
OTEX-CA,Dividend Growth L0,1
PAAS-CA,Dividend Growth L0,1
PBH-CA,Dividend Growth L0,1
PD-CA,Dividend Growth L0,1
PEY-CA,Dividend Growth L0,1
PKI-CA,Dividend Growth L0,1
POW-CA,Dividend Growth L0,1
PPL-CA,Dividend Growth L0,1
PSI-CA,Dividend Growth L0,1
PSK-CA,Dividend Growth L0,1
PVG-CA,Dividend Growth L0,1
PWF-CA,Dividend Growth L0,1
PXT-CA,Dividend Growth L0,1
QBR.B-CA,Dividend Growth L0,1
QSR-CA,Dividend Growth L0,1
RBA-CA,Dividend Growth L0,1
RCH-CA,Dividend Growth L0,1
RCI.B-CA,Dividend Growth L0,1
REI.UT-CA,Dividend Growth L0,1
RNW-CA,Dividend Growth L0,1
RUS-CA,Dividend Growth L0,1
RY-CA,Dividend Growth L0,1
SAP-CA,Dividend Growth L0,1
SCL-CA,Dividend Growth L0,1
SES-CA,Dividend Growth L0,1
SHOP-CA,Dividend Growth L0,1
SIA-CA,Dividend Growth L0,1
SJ-CA,Dividend Growth L0,1
SJR.B-CA,Dividend Growth L0,1
SLF-CA,Dividend Growth L0,1
SMF-CA,Dividend Growth L0,1
SMU.UT-CA,Dividend Growth L0,1
SNC-CA,Dividend Growth L0,1
SPB-CA,Dividend Growth L0,1
SRU.UT-CA,Dividend Growth L0,1
SSL-CA,Dividend Growth L0,1
SSRM-CA,Dividend Growth L0,1
STN-CA,Dividend Growth L0,1
SU-CA,Dividend Growth L0,1
SW-CA,Dividend Growth L0,1
T-CA,Dividend Growth L0,1
TA-CA,Dividend Growth L0,1
TCL.A-CA,Dividend Growth L0,1
TCN-CA,Dividend Growth L0,1
TD-CA,Dividend Growth L0,1
TECK.B-CA,Dividend Growth L0,1
TFII-CA,Dividend Growth L0,1
TIH-CA,Dividend Growth L0,1
TOG-CA,Dividend Growth L0,1
TOU-CA,Dividend Growth L0,1
TOY-CA,Dividend Growth L0,1
TRI-CA,Dividend Growth L0,1
TRP-CA,Dividend Growth L0,1
TRQ-CA,Dividend Growth L0,1
TRST-CA,Dividend Growth L0,1
TSGI-CA,Dividend Growth L0,1
TXG-CA,Dividend Growth L0,1
VET-CA,Dividend Growth L0,1
VII-CA,Dividend Growth L0,1
WCN-CA,Dividend Growth L0,1
WCP-CA,Dividend Growth L0,1
WEED-CA,Dividend Growth L0,1
WEF-CA,Dividend Growth L0,1
WFT-CA,Dividend Growth L0,1
WJA-CA,Dividend Growth L0,1
WN-CA,Dividend Growth L0,1
WPK-CA,Dividend Growth L0,1
WPM-CA,Dividend Growth L0,1
WSP-CA,Dividend Growth L0,1
WTE-CA,Dividend Growth L0,1
X-CA,Dividend Growth L0,1
YRI-CA,Dividend Growth L0,1
ZZZ-CA,Dividend Growth L0,1
0QYW-GB,Dividend Difference L1,0
ABX-CA,Dividend Difference L1,0
AC-CA,Dividend Difference L1,0
ACB-CA,Dividend Difference L1,0
ACO.X-CA,Dividend Difference L1,0
AD-CA,Dividend Difference L1,0
AEM-CA,Dividend Difference L1,0
AFN-CA,Dividend Difference L1,0
AGI-CA,Dividend Difference L1,0
AIF-CA,Dividend Difference L1,0
ALA-CA,Dividend Difference L1,0
AP.UT-CA,Dividend Difference L1,0
APHA-CA,Dividend Difference L1,0
AQN-CA,Dividend Difference L1,0
ARE-CA,Dividend Difference L1,0
ARX-CA,Dividend Difference L1,0
ASR-CA,Dividend Difference L1,0
ATA-CA,Dividend Difference L1,0
ATD.B-CA,Dividend Difference L1,0
ATZ-CA,Dividend Difference L1,0
AX.UT-CA,Dividend Difference L1,0
BAD-CA,Dividend Difference L1,0
BAM.A-CA,Dividend Difference L1,0
BB-CA,Dividend Difference L1,0
BBD.B-CA,Dividend Difference L1,0
BBU.UT-CA,Dividend Difference L1,0
BCB-CA,Dividend Difference L1,0
BCE-CA,Dividend Difference L1,0
BEI.UT-CA,Dividend Difference L1,0
BEP.UT-CA,Dividend Difference L1,0
BIP.UT-CA,Dividend Difference L1,0
BIR-CA,Dividend Difference L1,0
BLX-CA,Dividend Difference L1,0
BMO-CA,Dividend Difference L1,0
BNS-CA,Dividend Difference L1,0
BPY.UT-CA,Dividend Difference L1,0
BTE-CA,Dividend Difference L1,0
BTO-CA,Dividend Difference L1,0
BYD.UT-CA,Dividend Difference L1,0
CAE-CA,Dividend Difference L1,0
CAR.UT-CA,Dividend Difference L1,0
CAS-CA,Dividend Difference L1,0
CCA-CA,Dividend Difference L1,0
CCL.B-CA,Dividend Difference L1,0
CCO-CA,Dividend Difference L1,0
CFP-CA,Dividend Difference L1,0
CG-CA,Dividend Difference L1,0
CGX-CA,Dividend Difference L1,0
CHE.UT-CA,Dividend Difference L1,0
CHP.UT-CA,Dividend Difference L1,0
CHR-CA,Dividend Difference L1,0
CIGI-CA,Dividend Difference L1,0
CIX-CA,Dividend Difference L1,0
CJT-CA,Dividend Difference L1,0
CLS-CA,Dividend Difference L1,0
CM-CA,Dividend Difference L1,0
CNQ-CA,Dividend Difference L1,0
CNR-CA,Dividend Difference L1,0
CP-CA,Dividend Difference L1,0
CPG-CA,Dividend Difference L1,0
CPX-CA,Dividend Difference L1,0
CRON-CA,Dividend Difference L1,0
CRR.UT-CA,Dividend Difference L1,0
CSH.UT-CA,Dividend Difference L1,0
CSU-CA,Dividend Difference L1,0
CTC.A-CA,Dividend Difference L1,0
CU-CA,Dividend Difference L1,0
CUF.UT-CA,Dividend Difference L1,0
CVE-CA,Dividend Difference L1,0
CWB-CA,Dividend Difference L1,0
D.UT-CA,Dividend Difference L1,0
DGC-CA,Dividend Difference L1,0
DIR.UT-CA,Dividend Difference L1,0
DOL-CA,Dividend Difference L1,0
DOO-CA,Dividend Difference L1,0
DRG.UT-CA,Dividend Difference L1,0
DSG-CA,Dividend Difference L1,0
ECA-CA,Dividend Difference L1,0
ECN-CA,Dividend Difference L1,0
EDV-CA,Dividend Difference L1,0
EFN-CA,Dividend Difference L1,0
EFX-CA,Dividend Difference L1,0
EIF-CA,Dividend Difference L1,0
ELD-CA,Dividend Difference L1,0
EMA-CA,Dividend Difference L1,0
EMP.A-CA,Dividend Difference L1,0
ENB-CA,Dividend Difference L1,0
ENGH-CA,Dividend Difference L1,0
ERF-CA,Dividend Difference L1,0
ERO-CA,Dividend Difference L1,0
ESI-CA,Dividend Difference L1,0
EXE-CA,Dividend Difference L1,0
FCR-CA,Dividend Difference L1,0
FEC-CA,Dividend Difference L1,0
FFH-CA,Dividend Difference L1,0
FM-CA,Dividend Difference L1,0
FNV-CA,Dividend Difference L1,0
FR-CA,Dividend Difference L1,0
FRU-CA,Dividend Difference L1,0
FSV-CA,Dividend Difference L1,0
FTS-CA,Dividend Difference L1,0
FTT-CA,Dividend Difference L1,0
GC-CA,Dividend Difference L1,0
GEI-CA,Dividend Difference L1,0
GIB.A-CA,Dividend Difference L1,0
GIL-CA,Dividend Difference L1,0
GOOS-CA,Dividend Difference L1,0
GRT.UT-CA,Dividend Difference L1,0
GTE-CA,Dividend Difference L1,0
GUD-CA,Dividend Difference L1,0
GWO-CA,Dividend Difference L1,0
H-CA,Dividend Difference L1,0
HBC-CA,Dividend Difference L1,0
HBM-CA,Dividend Difference L1,0
HCG-CA,Dividend Difference L1,0
HEXO-CA,Dividend Difference L1,0
HR.UT-CA,Dividend Difference L1,0
HSE-CA,Dividend Difference L1,0
IAG-CA,Dividend Difference L1,0
IFC-CA,Dividend Difference L1,0
IFP-CA,Dividend Difference L1,0
IGM-CA,Dividend Difference L1,0
IIP.UT-CA,Dividend Difference L1,0
IMG-CA,Dividend Difference L1,0
IMO-CA,Dividend Difference L1,0
INE-CA,Dividend Difference L1,0
IPL-CA,Dividend Difference L1,0
ITP-CA,Dividend Difference L1,1
IVN-CA,Dividend Difference L1,1
K-CA,Dividend Difference L1,1
KEL-CA,Dividend Difference L1,1
KEY-CA,Dividend Difference L1,1
KL-CA,Dividend Difference L1,1
KMP.UT-CA,Dividend Difference L1,1
KXS-CA,Dividend Difference L1,1
L-CA,Dividend Difference L1,1
LB-CA,Dividend Difference L1,1
LIF-CA,Dividend Difference L1,1
LNR-CA,Dividend Difference L1,1
LUN-CA,Dividend Difference L1,1
MAG-CA,Dividend Difference L1,1
MEG-CA,Dividend Difference L1,1
MFC-CA,Dividend Difference L1,1
MFI-CA,Dividend Difference L1,1
MG-CA,Dividend Difference L1,1
MIC-CA,Dividend Difference L1,1
MRE-CA,Dividend Difference L1,1
MRU-CA,Dividend Difference L1,1
MSI-CA,Dividend Difference L1,1
MTL-CA,Dividend Difference L1,1
MTY-CA,Dividend Difference L1,1
MX-CA,Dividend Difference L1,1
NA-CA,Dividend Difference L1,1
NFI-CA,Dividend Difference L1,1
NG-CA,Dividend Difference L1,1
NPI-CA,Dividend Difference L1,1
NTR-CA,Dividend Difference L1,1
NVA-CA,Dividend Difference L1,1
NVU.UT-CA,Dividend Difference L1,1
NWC-CA,Dividend Difference L1,1
NWH.UT-CA,Dividend Difference L1,1
NXE-CA,Dividend Difference L1,1
OGC-CA,Dividend Difference L1,1
ONEX-CA,Dividend Difference L1,1
OR-CA,Dividend Difference L1,1
OSB-CA,Dividend Difference L1,1
OTEX-CA,Dividend Difference L1,1
PAAS-CA,Dividend Difference L1,1
